comentarios,id_comentarios,nombre_canal,categoria,dummy_y
 ¿Te sirven de ayuda este tipo de vídeos? ¿Qué sería lo siguiente que te gustaría que trajera al canal? ¡¡Déjame aquí abajo tus opiniones e ideas!! ️,UgyflsinxJ0-HwyyNkR4AaABAg,José Cabrera Art,dibujo,1
"wow que gran canal , me suscribo u-u  sabes mucho! muchas gracias por tus consejos",UgzFwGdYCnHugRGjXQV4AaABAg,José Cabrera Art,dibujo,1
"Dibujas muy bien, no entiendo por que no tienen muchos subscriptores unu",Ugye1CVz6l3mRyaZAvV4AaABAg,José Cabrera Art,dibujo,1
"No he visto el video aún pero es un pedazo video, y poco se habla de los dibujazos, se nota que vas mejorando mucho, dale caña y animo tio",UgzPvv0NbT4iKbZgk454AaABAg,José Cabrera Art,dibujo,1
"Muchas gracias, José. Cómo siempre un vídeo fantástico y muy útil. Saludos.",Ugylf7VQ4SjA9gi_gJp4AaABAg,José Cabrera Art,dibujo,1
"No ha empezado este vídeo pero por si a caso dejo mi like!, Saludos José",Ugw7dtW1r5HDir_hPUl4AaABAg,José Cabrera Art,dibujo,1
 ¿Te han servido estos consejos? Déjame tu opinión aquí abajo!!  Suscríbete aquí https://bit.ly/2Joxy8h para no perderte la segunda parte! :D,Ugw3BcLkm2mk6l8inFx4AaABAg,José Cabrera Art,dibujo,1
"Ya esperaba video, son consejos muy útiles y que te apañan pequeñas situaciones",Ugysf4NVkEobmTjXqH94AaABAg,José Cabrera Art,dibujo,1
De mucha utilidad. Muchas gracias por los consejos. Los tendré en cuenta. Saludos.,UgyDlfKXPS3FnP4a0914AaABAg,José Cabrera Art,dibujo,1
"Guapísimo el vídeo!, Me tendrás en twitch viéndote dibujar, a practicar!",UgyAGlCbZVF_kmd3bXZ4AaABAg,José Cabrera Art,dibujo,1
"️ ¡Espero que os haya servido de ayuda el vídeo! ️ Si es así, suscríbete haciendo click aquí :D  https://bit.ly/2Joxy8h 


Aquí abajo tenéis todas las páginas y libros útiles para aprender! :)


 ¡Estas son todas las páginas de las que hablo en el vídeo!:
- Croquis Cafe: https://vimeo.com/croquiscafe
- Sketch Daily Pose Reference: http://reference.sketchdaily.net/en
- Quickposes: https://quickposes.com/en/gestures/timed
- Human Anatomy and Disease: https://human.biodigital.com


 Mi lista de reproducción de anatomía: https://bit.ly/34F1CX5 

 ¡Y estos son todos mis libros para aprender anatomía y dibujo!
- Aprenda A Dibujar Cabeza Y Manos - Andrew Loomis - https://amzn.to/3csBH7q
- The Human Machine - https://amzn.to/2VkPB65
- Bridgman's Complete Guide to Drawing From Life - https://amzn.to/2Kgqg6J
- Constructive Anatomy - https://amzn.to/2RJbAkD
- The Best of Bridgman Boxed Set - https://amzn.to/2VymJWK
- Drawing the Draped Figure - https://amzn.to/3evbjvs
- One Hundred Figure Drawings - https://amzn.to/2Kcqk7s (Este son solamente ilustraciones de dibujo de anatomía)
- The Book of a Hundred Hands - https://amzn.to/2Kdczpp",UgxJNhhTdfwNV02GqAB4AaABAg,José Cabrera Art,dibujo,1
"Suscrito! De mucha ayuda, voy a por la lista de reproducción. Saludos! ;)",UgzM3h04Q2mWZZfGfrt4AaABAg,José Cabrera Art,dibujo,1
"Yo lo que quiero es ir a clases de dibujo,pero ya le dije a mi madre que me lleve a clases de karate y ella no va a poder pagarme dos cursos 



Pd-yo deje  por varios día el dibujo,porque estoy atrasada con mi colegio y porque me deprimo cuando no consigo dibujar bien :(.",Ugxlbmj7Z_R_I5wVdb54AaABAg,José Cabrera Art,dibujo,1
"Quiero,queme,expliqes,bien,como,se,hase,los,angulos,ilineas,dela,anatomia,de,cuerpo,",UgzKM3TtuxHAvYIHhcx4AaABAg,José Cabrera Art,dibujo,1
"Muchas gracias! Yo la verdad ni se nada de anatomía, se lo basico pero no lo entendia, y hay muchos proyectos que llevan dibujos, y no queremos que esos dibujos salgan deformes, no? XD
Muchas gracias los videos me sirvieron de mucho",UgzSBhf7XcsF4pxY8Ol4AaABAg,José Cabrera Art,dibujo,1
"Hola José! Espero que estés muy bien. Últimamente he estado practicando mucho en Croquis Cafe, pero por alguna razón hoy no estoy pudiendo ver el contenido, ¿Sabes porque puede ser esto? Un saludo :)",Ugy40FwtGqDjFs3_kwJ4AaABAg,José Cabrera Art,dibujo,1
Tengo 17 años siempre eh dibujado pero ahora quiero tomarmelo mas enserio que libro de anatomía me recomiendan para empezar y que esté bien explicado ya que soy novato en lo de la anatomía por favor.,UgzqybVjUpfSGddozsR4AaABAg,José Cabrera Art,dibujo,1
"Yo llevo la materia de anatomía, y no se dibujar bien, como puedo mejorar más unos tips?",UgyZA6za8pIVMs2PIRl4AaABAg,José Cabrera Art,dibujo,1
"Aaaaa nose como no encontre tu canal antes  muy buen video, me parecen muy prácticos los ejercicios. Los pondré en practica ",UgwcV39qS8a2lyr58DJ4AaABAg,José Cabrera Art,dibujo,1
Estoy buscando un vídeo tuyo que no me guste pero no lo encuentro :P Enhorabuena por el canal,Ugz89XVnlxE7vLLxtHh4AaABAg,José Cabrera Art,dibujo,1
"Maldigo al desgraciado que le ha dado dislike jaja.
INCREÍBLE!!! ojalá algún día llegué a tu nivel<3",UgzcSaLc7ZeOB7E1KiR4AaABAg,José Cabrera Art,dibujo,1
Hola jose vengo de parte de Álex cuba de estudio taller tremenda obra de arte,UgywAUaWlN-1l9jXg_F4AaABAg,José Cabrera Art,dibujo,1
"Hola soy yo de nuevo , ya voy 3 semanas dibujando y ya mejoro considerablemente aunq no me salen las manos , no importa si me demoro 1 año o mas voy a seguir practicando xd , soy tu fan bro",Ugyc-EMeZaPyzgpckph4AaABAg,José Cabrera Art,dibujo,1
Fantástico!!! Me encanta como te ha quedado. Siempre es un gusto pasar por tu canal. Un abrazo.,UgzlyiLQASvrtHbiDvd4AaABAg,José Cabrera Art,dibujo,1
"muy bueno el dibujo bro!, dibujas excelente!! 
saludos desde arg!",UgxlHMft2UzngtYOSzl4AaABAg,José Cabrera Art,dibujo,1
me encanta el rollo que tiene el retrato tipo líneas improvisadas,UgzC6eqrX3JC9RqQyFx4AaABAg,José Cabrera Art,dibujo,1
"Vengo de alexey cubas, buen dibujo mi heeeermaaaaano, sigue así..",UgxFgddqsDbeMbrJWEp4AaABAg,José Cabrera Art,dibujo,1
"Muy bien hermanito!!! Brutal, vengo de parte de ALEXEY CUBAS",UgybAKAYvoIQOvAr8_54AaABAg,José Cabrera Art,dibujo,1
"Mortal el dibujo mi hermano, y muy buena música. Abrazos!!!!!",UgzOA87gTKoRCk9gb-Z4AaABAg,José Cabrera Art,dibujo,1
"*_* te quedo brutal el resultado final. Sigue así  


Vengo de parte de Alexey Cubas.",UgwihCwS0Vm1GtDmjYB4AaABAg,José Cabrera Art,dibujo,1
"️ ¿Te gusta este tipo de contenido? ¡Si es así dale click aquí y suscríbete!  https://bit.ly/2Joxy8h  ¡Déjame tu opinión en los comentarios, siempre contesto a todos! :)",UgwaANtq3a8dcQ_xPC14AaABAg,José Cabrera Art,dibujo,1
Se que llego tarde pero no puedo dormir buen video y te has gastado un dineral en material no?,UgzbBsco0d2nkN9nQjl4AaABAg,José Cabrera Art,dibujo,1
"ha molado mucho el resultado y el tema este de usar cosas tan distintas,ha estado muy guapo ",Ugx69oc6Ljb68EXNfDZ4AaABAg,José Cabrera Art,dibujo,1
"Eres un genio, me encantas, además de ser muy bueno, muy alegre. Saludos",UgwYlp2OS4LR7TglCeN4AaABAg,José Cabrera Art,dibujo,1
"Perdón por la molestia pero tengo una curiosidad donde aprendíste tu estudiaste algo de arte desde que edad dibujas deberías aser un video de como comenzaste y todo eso...

Todo proceso de aprendizaje serie muy bueno",Ugwiuku7PznYn6dDfs54AaABAg,José Cabrera Art,dibujo,1
"Me acabo de dar cuenta de que el vídeo está completamente desenfocado en la parte que hablo a cámara :( ¡No lo había notado en la edición! ¡Intentaré arreglarlo para el próximo vídeo, estoy ahorrando para pillarme una cámara y dejar de grabar con el móvil jajajaja, mil perdones !",UgyaNPqxdXy_dNo5NI14AaABAg,José Cabrera Art,dibujo,1
te quedó genial compañero y reto aceptado por supuesto  un abrazoo,UgxKiO03CCkyZlcvks14AaABAg,José Cabrera Art,dibujo,1
"Maquinoooon!!! Me ha molado mucho verte hacer el reto con un estilo tan diferente al mío y resolverlo tan bien. Bueno, reconozco que también he disfrutado un poco viéndote sufrir, jejejeje. Al final ha merecido la pena!!!",UgwYQap6OVjBfXKpFNx4AaABAg,José Cabrera Art,dibujo,1
"He sufrido un viendo cómo pintabas el fondo. Qué dolor de mano, qué pereza, qué todo ",UgwF_fcX8q_7_reRZlJ4AaABAg,José Cabrera Art,dibujo,1
¿Os gustaría ver más vídeos así por el canal? ¡Recuerda suscribirte para no perderte ninguno y dale al coco ! -> https://bit.ly/2Joxy8h,Ugz_x0d7mKpB4zPNzX14AaABAg,José Cabrera Art,dibujo,1
que usas para que no se te seque tan rapido el acrilico en la paleta,Ugxt2aImUG8sbKWGQJR4AaABAg,José Cabrera Art,dibujo,1
Me encanta como te ha quedado y la técnica de acrílico me parece increible. Muchas gracias por compartir el video. Espero que estés llevando la cuarentena lo mejor posible. Cuídate mucho. Un abrazo.,UgxdUtNEZCqGVZ23Zi54AaABAg,José Cabrera Art,dibujo,1
" ¡Sii!! ¡Traigo un challenge un mes después de que pase de moda! JAJAJAJA pero lo subí a tiempo en mi Instagram @josecabrera_art, sígueme por allí para no perderte nada! ",Ugz6-frvPK164w6Qsv14AaABAg,José Cabrera Art,dibujo,1
"Y encima un póster de shingeki no kyojin en la pared, ya decidido, nueva seguidora",UgwArr1k7uoNf6nibtB4AaABAg,José Cabrera Art,dibujo,1
Me encanta tu videos me ayudas mucho graciaaaaaas brother la verdad eh visto muchos canales y tutoriales pero el que mas me ayudado es tu canal sobretodo las manos ,Ugz-4-xaAcEIC77tdOd4AaABAg,José Cabrera Art,dibujo,1
"Muy bueno el video GRANDE,  me encanta tu contenido, asi que ya sabes que significa eso xddd",Ugzb4bKKqOKMpDX1wD94AaABAg,José Cabrera Art,dibujo,1
"Me encanta tu coloreado! Te quedan bien las pinceladas, yo hago pinceladas y las termino difuminando porque me quedan mal:(",Ugwis5OR_EqcjxslSYJ4AaABAg,José Cabrera Art,dibujo,1
"no entiendo, porque cuando vemos una banana la vemos de amarillo? si en el video decis que nuestro ojo repele el color amarillo, me explicas eso?",UgxgBP05BOLLytKXepF4AaABAg,José Cabrera Art,dibujo,1
"Excelente trabajo, no pudo haber sido mejor explícado, saludos desde México. :)",Ugzzjj1aciHsuHA8Q254AaABAg,José Cabrera Art,dibujo,1
"Necesitaba aprender un poco del color para poder pintar mejor, muchas gracias",UgwQHcJQXt6V3W9rPFF4AaABAg,José Cabrera Art,dibujo,1
"Enhorabuena por el vídeo, gran trabajo y excelente resultado.",UgxoEGoQ-8pj7u_kkMB4AaABAg,José Cabrera Art,dibujo,1
Buen video y de gran ayuda. Muchísimas gracias por el currelo que has invertido y tu generosidad al compartirlo. Saludos.,UgxJnevTyii1nmcpU4V4AaABAg,José Cabrera Art,dibujo,1
"Yo no entendí ninguna versh JAJAJAJA Pero siempre miro tus vídeos, por que soy tu negra fav y tu fan #1, <3",UgzP559BqSktYeqTby14AaABAg,José Cabrera Art,dibujo,1
"️¡INFO ADICIONAL SOBRE DUDAS, PORCENTAJES Y MEJORES VENTAS!

Respecto a los márgenes de beneficio que Society6 no te deja modificar, todos los productos te van a proporcionar un 10% del precio total del mismo. Sin embargo, si te haces parte del programa de afiliados de Society6 y vendes tus productos a través de tus links de afiliado, obtendrás un 10% de beneficio adicional, es decir, el 20% del total.

Realmente no es muchísimo margen de beneficio el que nos aporta esta página, pero por un servicio prácticamente gratuito, nos puede generar algunos ingresos a largo plazo que pueden venirnos bastante bien, como un pequeño regalito cada mes JAJAJAJ.

MEJORES MESES PARA VENDER

Obviamente los mejores meses para vender y de mayor beneficio, son épocas en las que hay ciertos ""compromisos"" o necesidad de regalar, por supuesto, el mejor mes suele ser diciembre, por todo el tema de Santa Claus y acción de gracias (Tenemos que tener en cuenta que Society6 es una página dirigida al mercado americano) aunque también está bien tener en cuenta meses como febrero, por San Valentín y demás festividades del año, además de cumpleaños, etc...

En conclusión lo ideal es ser lo más constante posible con los diseños que subimos y tener en cuenta las fechas señaladas para tener diseños preparados. También influye nuestro estilo de dibujo, si habla sobre un tema concreto o si es algo más generalizado, pero eso ya depende de cada artista y sus gustos! 

Espero haber aclarado muchas dudas, igualmente, si tenéis más preguntas, dejadlas en comentarios y os responderé dentro de lo posible con mi experiencia con esta página!! 

Y ya de paso, si te han gustado mis consejos y el vídeo en general, podrías suscribirte ",Ugzc57B5j4AyUDBqRP14AaABAg,José Cabrera Art,dibujo,1
Gracias!!!! Mire este video hace unos meses y hoy finalmente me anime a crear mi cuenta en Society6! Deseenme suerte jajajaj,UgxDRvSJJZ49If2OVDN4AaABAg,José Cabrera Art,dibujo,1
"Lo del banco y sacar una tarjeta me da como miedo, muchas cuestiones...",UgxG-O0-G-YIoELgXMR4AaABAg,José Cabrera Art,dibujo,1
"Hola, el Redbubble al subir tus diseños los guarda con derechos de autor?...",UgzZ9qnPCDVioRWpcil4AaABAg,José Cabrera Art,dibujo,1
"Hola, tengo tres dudas
Soy de México y me gustaría saber si vendo mis diseños en algún producto (camisa, taza, e.t.c.) tengo la posibilidad de cobrar al peso y dólar Mexicano?, Y q mi pago sea con un dólar o peso Méxicano?
Tmb me gustaría saber si en todas las páginas está esa posibilidad de cobrar y recibir mi pago al dólar o peso Méxicano?
Soy jóven y apenas estoy queriéndome adentrar en esto de tener mi propio negocio y trabajar , pero se me complica un poco porque aún nose muy bien como funciona las ventas, compras y pagos por internet",UgwijDTjfaxhb3dcI4d4AaABAg,José Cabrera Art,dibujo,1
"Muchas gracias, por tu mensaje y demostrar que no eres egoísta, el mundo fuera diferente si muchas personas fuéramos como tú, gracias",Ugzh4oArJpRzXGuTzhN4AaABAg,José Cabrera Art,dibujo,1
Muy bueno el video ! Tengo una pregunta amigo .....hasta donde se esta clases de paginas no se hacen responsables si te hackean o te copian el trabajo o te roban dinero ..... Society 6 tiene esos terminos ? Y si de asi fuera .... Es seguro ??,Ugzly9k-hl37rGjWQNx4AaABAg,José Cabrera Art,dibujo,1
"Muchas gracias por la info, muy buen video. Pero esto no me quedo muy claro, te cobran un euro cada vez que subas un diseño o solo una vez cuando te registras?",UgzCzNss9hYc3aThBHZ4AaABAg,José Cabrera Art,dibujo,1
"Hola amigos soy de Perú.. una consulta, cual opción aconsejas poner en cuestión de monetización, registrar la cuenta de PayPal? O una cuenta bancaria? Gracias",Ugx1L0aWEQk_VjA60qF4AaABAg,José Cabrera Art,dibujo,1
No estoy de acuerdo .. con lo que dices..  es muy poco lo que se gana por esta página .. toma en cuenta cuánto tiempo te toma montarlo...y básicamente tu lo vendes.  Hay más páginas... Igual es bueno probar con más lugares.,UgyDfhsl4WKqn-8yr054AaABAg,José Cabrera Art,dibujo,1
Hermoso divino....yo quisiera si podrías hacer con pastel tiza blanco un chimpancé viejo...yo suelo pintar monos sobre fondo negro pero me encantaría ver tu técnica que me encanta....felicitaciones.. ..,Ugwxs0k8pih46VIgBLd4AaABAg,José Cabrera Art,dibujo,1
"Hola, me he percatado que algunas cartulinas le quitan brillo al lápiz blanco con lo.cual se opaca bastante el dibujo. ¿me podrías recomendar 1 o 2 marcas de lápiz que sean resistentes al negro del papel?. Gracias buen tutorial",Ugzkyg2z42FHWx4JZU14AaABAg,José Cabrera Art,dibujo,1
"Te felicito y te cuento que entré aquí porque estoy buscando un dibujo de blanco sobre negro con acuarela, pero no lo puedo encontrar, tal vez nadie se atrevió a hacerlo. Si te animas, estaría genial!",UgzfGfdy7Ob0Z0Crz2l4AaABAg,José Cabrera Art,dibujo,1
"José Cabrera ya quisiera poder dibujar de esa manera, pero los retratos nunca se por donde empezar para aprender a dibujar uno",UgyL4Kq_k1RoHrlTyp54AaABAg,José Cabrera Art,dibujo,1
Tu no sabes nada Jon Snow !!! jajaja me encanta ! ha quedado genial ! ,UgxjniEcWOuvQ8actbJ4AaABAg,José Cabrera Art,dibujo,1
Me ha encantado la técnica. Me parece muy complicada pero a ti te quedó genial. Gracias por compartir. Saludos.,UgxQ7JeU9LnG-RlWtH54AaABAg,José Cabrera Art,dibujo,1
"A veces el dibujante odia al dibujo pero en uno o dos días se va a estar muriendo de las ganas de volver a dibujar y volver a sentir a volver hacer los trazos.
El dibujo es un amor bipolar.",Ugy6DWgj-_Vbcy7LNDt4AaABAg,José Cabrera Art,dibujo,1
"Sabes me quitaste un gran peso de encima
Dijiste todas las cosas q me pasan 
Eres una gran persona ",Ugw4VmrSBdYpaJSimdB4AaABAg,José Cabrera Art,dibujo,1
"Excelentes recomendaciones, quisiera agregar una que es David Finch, un artista en el medio del cómic americano, muy talentoso y con videos desde dibujo hasta composición, es un tipo muy calmado y  expresivo",UgyveWUB6K-T7bq-H9J4AaABAg,Santini Arts,dibujo,1
"Eres la 2da persona que he visto que hable de este genial artista, te lo agradezco",UgzmVd5h6LjADi8o9BZ4AaABAg,Santini Arts,dibujo,1
"Hola santini, será que puedes hacer un video sobre la técnica de pintura acrilica. Gracias.",UgxNF6OCDu-cvdI0FfF4AaABAg,Santini Arts,dibujo,1
super  me encanta las cosas de arte . podrías hacer uno sobre como hacer manos de muñecos aun no se como hacerlas gracias,UgxaqG4sRQgr29zs-Hx4AaABAg,Santini Arts,dibujo,1
"Muchas gracias por el tutorial.

Desde que vi esa técnica de dibujo en algunas playeras y logos, quedé impresionado. No sabía qué nombre tenía, hasta que me encontré con un curso de grabado digital, y de ahí comencé a conocer más a detalle esta increíble técnica.

Con tu ayuda estoy comenzando a aplicarla de forma más correcta en programas de diseño vectorial.",Ugx6qCH9uwDT2yku4I14AaABAg,Santini Arts,dibujo,1
Me encanta tu forma de explicar. Muchas gracias por los videos de achurado,Ugz0IswkHS3MOj-LiJV4AaABAg,Santini Arts,dibujo,1
"Se dice igual en Argentina, transportador.
Gracias por el video.
Me interesa mucho el tema de achurado.
Hay alguna técnica que recomiendes para no hacer manchones de tinta por pasar la mano arriba de ls tinta fresca? Creo que no tengo ningun dibujo hecho sin manchas.
Yo uso plumilla y tinta.

Gracias!!",UgySHixYkVZI2Zn0MrV4AaABAg,Santini Arts,dibujo,1
"Vine por una pregunte y encontre toda la tarea :D, Muchas Gracias!!
Like por eso",Ugz5uiZ8JabvD2xbyVd4AaABAg,Santini Arts,dibujo,1
"Gracias por subir estos videos, desde que he descubierto tu canal me han servido mucho. ¡Te seguiré siguiendo Santini!",Ugwk617F9oVp-D8uKTp4AaABAg,Santini Arts,dibujo,1
En México donde compro papel para pan pastel de gran formato????,Ugy6n5WdUx8Wg5tiRp94AaABAg,Santini Arts,dibujo,1
"Wow, aprendí muchísimo y cosas que desconocía cuando visitaba galerías las he aclarado al ver este video, dios bendiga tu saber, gracias por compartirlo.",UgzjLhrsSgJNUIwGA114AaABAg,Santini Arts,dibujo,1
