Comentarios,Categoria
"Grande Arturo, te mereces lo mejor, se me hizo agua la boca al ver esos platillos,  saludos desde Nicaragua, viva España y viva México y sus platillos tan deliciosos",comida
"Los nachos NO están en tela de juicio, son mexicanos, son del estado de Coahuila :/, haha los del centro y sur que no han viajado al norte te dirán que los burritos y nachos son tex-mex no por querer mentir, solo que justo no conocen y al ser estados fronterizos creen que todo es ""gringo""... todo mundo sabe del pastor o cochinita, pero demeritan y no le han dado la importancia que merece a la comida del norte, que es excelente.

Por cierto, los nachos no se hacen con totopos, haha pero bueno, sino con nachos, los redondos, pero bueno, se veían muy buenos.",comida
"Un gustazo saber que hay un embajador de la gastronomía mexicana mas representadonos en España. Saludos desde Baja California México, una de los epicentros de la cocina actual mexicana.",comida
"La historia cuenta que en la ciudad de Piedras Negras, Coahuila (México), en un pequeño restaurante llamado El Moderno, llegaron varias esposas de militares estadounidenses después de haber cerrado el restaurante, entonces el chef Ignacio Anaya [1] les preparó ingeniosamente un platillo con lo poco que tenía disponible: totopos queso y Elote. La historia de su origen varía en esta ciudad, pero se sabe que una de las personas en la mesa aquel día preguntó al mesero «¿Cómo se llama?», refiriéndose al platillo. El mesero respondió con su hipocorístico «Nacho». El platillo fue incrementando su fama, y simplemente le pusieron el nombre de «nacho». Cuando la gente quería el platillo, solo decía «Quiero unos nachos».",comida
Felicidades Arturo te estas convirtiendo en mi youtuber fafavorito !!,comida
Me encantaron los nachos ,comida
Le falto un chile serrano molido a tu guacamole ,comida
"Bases #especial700delprofe 
Tienes hasta el lunes 5 de abril del 2021 a las 23:59hrs (hora de Chile), para publicar un video en YouTube, de MÁXIMO 1 MINUTO (no veré videos de 1:01).
Puede ser de cualquier cosa relacionada al mundo de la comida, ponle el título que quieras seguido del hashtag #especial700delprofe para que pueda encontrar tu video.
Los videos los veremos junto a Mr Wagyu y reaccionaremos a ellos en el especial de 700k suscriptores que vamos a publicar el lunes 12 de abril, lo que te dará una oportunidad de vitrina si crees que es lo tuyo, y puede ser un buen empujón para comenzar!
El ""ganador"" será el que en su primera semana tenga más reproducciones, y de forma simbólica le enviaré mi cuchillo ""Profesor Klocker"" de regalo.
Para participar en el especial da lo mismo si lo haces desde un canal nuevo o desde uno ya existente, pero si lo haces desde un canal que ya tiene buena audiencia, no participarás por el cuchillo, ya que partes en ventaja respecto a los otros (Aunque lo más importante es la vitrina)!
(veré solo 1 video por canal).",comida
Excelente!!!!!!!! muy buena idea la del soplete !! gracias,comida
Venga Profe ahi estaremos presentes en esos videos!!! saludos desde Mexico a todos y excelente día!!!,comida
"Grande profe, yo feliz con mi pan con mortadela viendo esto :')",comida
Risa culiá de Mr. Wagyu que ponen de fondo XD,comida
"Buenísimo profe, cuando unos txuletones vascos ??",comida
"Food porn todo el ratooo.!!!
Se pasooo..!!!",comida
"Qué grande Profesor!!!, no sé si lo habrá dicho antes en otro video, pero tirese un Tip de cómo ir manteniendo el fuego en estas preparaciones largas.",comida
Xd,comida
buaaaaa profe pura calidad... lejos el video mejor producido,comida
"Desde el video de franklins con Óscar que sigo tu canal, se me hizo agua la boca al escuchar lo crujiente de ese chancho y no podía faltar  la chelita para acompañar, que buen video saludos desde Bolivia ",comida
Se nota q el asao queda weeno cuando el rod se atora jajajaja,comida
El primee video del profe donde veoa mas verde que carne ,comida
"Porque siempre le da publicidad a la cerveza 
Expliquenme",comida
Es lo mismo que el matambre argentino solo que este se ve más tentador,comida
Los chilenos toman la cerveza espumosa,comida
"Excelente receta profesor... le hablo desde Colombia... muchas gracias por todos sus aportes. Profe como no tengo ese tipo de asador, será q queda bien en un barril... o muy engorroso por el hecho de estarlo girando",comida
Desde Argentina mis felicitaciones y un abrazo a la distancia por este excelente video. Gracias por tanto.,comida
Faltan 2000 weones todavía,comida
se escucha un ganzo por atras..... jaja,comida
"Se ve espectacular profe, que bueno que no haya salido ese gordo gigante que da colera verlo tragar en lugar de hacer ejercicio v:",comida
Lo extrañabamos profe! ,comida
3:09 Pensé en Nueva tula boca ancha! :D,comida
Ese rob se pelo estab5tan bueno que se lo queria comer todo jijijijijij,comida
16:34 valla capucchino,comida
"Grande Profe, gracias por sus videos y contenido de calidad, saludos desde México ",comida
Querido Doctor por favor podrías reaccionar a la comida Nicaragüense,comida
"Don espumita le aplicó con las manos no más, a lo mero macho.",comida
"El rod no puede ni masticar el chancho jajajajaja, debe estar weno eso...",comida
"me voy a comprar un rostizador sólo para intentar esta receta,  malditos patrocinios bien hechos",comida
La única opción  que tengo ahora es prepararlo... que cosa más rica ,comida
Corta pero ancha...jajajaja,comida
"Yo comiendo mientras veo al profesor.
""Va a quedar un poco corta, pero más  ancha ""  cuidado profe xD",comida
Con el soplete no sabe después a gas?? Puto crack eres profe,comida
Que hermosura se asado  por mis tierras en puerto saavedra a ese corte le denominan tapaguata de cerdito un manjarsh. Excelente profe algún día haré esa receta,comida
"Hola profe, cómo lo hacemos para medir la temperatura (150 grados ),de esta preparación los que tenemos parrilla y spiedo ??, o derechamente no se puede ??. Saludos",comida
El camarógrafo casi se atora jajajajaja,comida
"3:08 el profe: corta pero ancha  

El camarógrafo: GOLOSOOO ",comida
16:47 mis tripas crujieron igual que su asao profe!!,comida
️A lo último con la mano con gusto no tenedores ️ ,comida
Ere para boludo,comida
Vamos por el 1m profe,comida
Espectacular...saludos desde mexico¡¡¡,comida
Este video quedó genial jajajaja saludos desde Bolivia profe!! ,comida
A ponerle gente voy con todo con un vídeo para ganarme el cuchillo del profe ja ja ,comida
16:34 tatita pura espuma  jajaja,comida
"Hola profe quiero contarte que soy de Santa Fe,Argentina me encanta la cocina y veo muchas recetas por YouTube te sigo hace bastante me gusta mucho como cocinas si bien los Cortes en Argentina se llaman diferentes a Chile la carne casi que es la misma y cocinas como los dioses y muy parecido a nosotros te mando un abrazo y saludos a todos nuestros hermanos chilenos !",comida
Si Mr Wagyu se come esto es considerado canibalismo?,comida
"Profe en Chile decimos SHANSHO no ""cerdo"".
Buenísimo el video",comida
El código “descuentoprofesor” no corresponde a un código de descuento o cupón válido.,comida
se extrañó a Mr Wagyu,comida
"Perfect PROFE 
Odessa Tx.",comida
"Q receton Dr, gracias por enseñarnoslo, pronto tendre la master touch y esra sera mi primera receta. Un saludo para todos desde Asturias España.",comida
"Cada vez son mejores los vídeos, las recetas? Todas ricas, salud profe",comida
Cuando no esta mr wuayu esta el cámarografo... Y cada día que pasa mr klocker se parece a Adolf hitle con ese vigote,comida
Cada vez que veo un video del profe se me antoja todo y como no tengo nada de eso mejor me comi un ceresl,comida
Profe usted es un grande! Soy principiante y gracias a sus videos decidí lanzarme con todo al arte de la parrilla. Saludos!️,comida
Grande profesor me animas mucho y e aprendido mucho de asado gracias a usted el mejor <3,comida
Mr wagyu siempre los acompaña jajaja,comida
resumen del video: que al profe le gusta larga y flaca jajaj,comida
Que buen concurso profe Klocker ya hemos subido el video !  #especial700delprofe #alfuego,comida
"Profe cuando un asado de verdurasss

Desde que veo sus videos he subido como 30 kg",comida
Jajajaj bueniiisma profeeee,comida
"yappp, it’s oppe)); felicidades por sus 700k, y saludos para nieblita)); misterss koberss; )):-):-)@@",comida
"Profe, lo sigo desde que tenía 200 mil subs, y desde entonces no me he perdido sus videos, son entretenidos, divertidos, y aún más, provocadores jaja 
Felicidades por los 700 mil subs, se merece el mundo entero y muchos millones más. Felicidades, y saludos desde Ecuador. 
PD: algún día tendré su cuchillo/destapador, algún día :')",comida
Grande profe se ve espectacular esa preparación,comida
pensaba que el @Mr. Wagyu Cl iba a comer con los chicos. parece que la cuarentena le pego.,comida
"Profe: Para que quede bien cocido, como debe ser.
Rod: Y voh!

Profe, pa la otra pongase la pechera pueh! Quedo con todas las medallas en la camisa jjajaj",comida
Largo y grueso es más coqueton dijo mr wayo,comida
Lo que le costó a Rod con la pita jajaja 17:22,comida
El Mr se ríe como carnero,comida
La wea wena! Sldos profe..,comida
"Profeee, Pura Fuerza Regida",comida
comiéndome a mi suegra puede ser?,comida
Justo lo veo ahora me dio un hambre,comida
"Felicidades profe, el chanchito le quedo perfecto!",comida
"Saludos desde Argentina Profesor, excelentes recetas y felicitaciones por el canal...!!!",comida
"cago el termómetro parece, pero el resultado esta perfectirilijillo jajaj",comida
6:50 Que clase de soft porn es este Profe,comida
Videazo esta de lujo ,comida
Cómo pueden comer sin salsa y sin tortillas,comida
"No se que  fue mas chistoso  si  ver al  rod   atragantado o  al mister espumita  chupando  la  pita, un grande profe no  cambie nunca.",comida
la risa de mister guayu jjajajajjajajajajja e,comida
Grande profe felicidades por los 700k se veía bastante bueno ese asado ,comida
yo como la carne magra no me gusta ni la grasa ni los nervios me dan arcadas ;(,comida
Profe falta una ventana a la parrilla,comida
"Profe, dónde podemos conseguir ese corte de cerdo los ciudadanos comunes y silvestres?",comida
Me gustó mucho tu video y la forma de hablar tan carismática que tenés. Nuevo suscriptor :),comida
Lpm que disfrute el final jajaja todos con ganas despues de esperar 3 horas viendo la carne cocerse :3,comida
"Buena profe! sus videos son la raja , me divierte y me relaja verlos, lo felicito!
Saludos desde EEUU",comida
A falta del Mr tenemos a Rod,comida
Me gustó este también https://youtu.be/eiQZutXb83s,comida
"Profe muy buen video, pero yo pensé que su mejor asado era de Vacuuuuuno pues . Ojalá se pudiera ver el mismo título pero de Vacuno. Saludos profe .",comida
Saludos profesor desde iquique sus videos,comida
Máster! Increíble. Ya tenemos para este fin de semana largo  ,comida
"Felicitaciones profe., tremendo asado, falto el mister wagyu para el toque coquetón",comida
No es episodio del profe si no se escucha la risa del mister de fondo xD,comida
Jajjajjajaa y vooo,comida
"Por la cresta, es masoquismo ser carnívoro y ver este preparado wn ",comida
Directo al Corazon ....,comida
"Hola, Profe, qué gusto ver tu canal desde Murcia, España. ¿No se pronunciaría PorKeta, en vez de PorCHeta? Gracias por tus recetas.
PS ¿Qué dices en 18:25 - 18:30? ¿Alemán?",comida
Mr wagyu parece cordero jajajaja,comida
"hooola profe, justo hoy compre el kanka en su tienda el rincon del profesor y me gustaria replicar su preparacion. Obtendria el mismo resultado con el kanka??? saludos profe muy buen trabajo!!",comida
donde mando CV para ser camarógrafo del profe??,comida
"Grande profe, desde Italia un abrazo grande. Aca cada tanto compro un panino con la porchetta",comida
0:52 jajajajaja wayu,comida
Obligao a sopletearlo con una lata de axe y encendedor,comida
Obligado a comprar un soplete . Se ve de lujo!,comida
